id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,classification_revenu,revenu_log,anciennete_cat
376,47,M,11849,Marié(e),Consulting,Senior Manager,1,10,10,7,1,2,29,4,Infra & Cloud,Aucun,1,9,1,3,3,2,4,2,E_376,3,Oui,12 %,Ultra haut revenu,9.380083146563278,Employé expérimenté
377,28,M,2070,Marié(e),Consulting,Assistant de Direction,1,5,5,2,1,3,9,3,Transformation Digitale,Occasionnel,0,4,4,3,1,4,4,2,E_377,4,Non,23 %,Revenu moyen,7.635786861395585,Employé intermédiaire
378,37,M,6502,Marié(e),Commercial,Cadre Commercial,4,7,5,4,1,5,6,4,Transformation Digitale,Occasionnel,0,1,3,3,2,4,2,4,E_378,3,Non,14 %,Très haut revenu,8.780018887869153,Employé intermédiaire
379,21,M,3230,Célibataire,Consulting,Assistant de Direction,1,3,3,2,0,4,3,2,Transformation Digitale,Occasionnel,1,0,4,2,1,3,1,4,E_379,3,Non,17 %,Bon revenu moyen,8.080546965824498,Employé junior
380,37,F,13603,Divorcé(e),Consulting,Directeur Technique,2,15,5,2,2,2,1,4,Transformation Digitale,Aucun,0,2,1,3,3,4,1,3,E_380,3,Oui,18 %,Revenu exceptionnel,9.518119146127086,Employé intermédiaire
381,35,F,11996,Divorcé(e),Consulting,Senior Manager,7,10,7,7,1,6,22,3,Infra & Cloud,Occasionnel,1,2,2,4,3,2,2,2,E_381,3,Non,18 %,Ultra haut revenu,9.392411897514927,Employé expérimenté
382,38,F,5605,Divorcé(e),Commercial,Cadre Commercial,1,8,8,0,1,3,7,2,Transformation Digitale,Occasionnel,1,7,1,4,2,1,3,3,E_382,4,Oui,24 %,Très haut revenu,8.631592731724734,Employé expérimenté
384,26,F,6397,Divorcé(e),Consulting,Tech Lead,1,6,6,5,1,6,1,3,Infra & Cloud,Frequent,1,4,3,3,2,2,1,1,E_384,4,Non,20 %,Très haut revenu,8.763740720509464,Employé intermédiaire
386,53,M,17584,Marié(e),Consulting,Directeur Technique,3,21,5,3,3,5,3,4,Transformation Digitale,Occasionnel,1,3,3,3,4,3,4,2,E_386,3,Oui,16 %,Revenu exceptionnel,9.774801544908083,Employé intermédiaire
387,42,M,4907,Marié(e),Commercial,Cadre Commercial,1,20,5,3,0,3,1,1,Infra & Cloud,Occasionnel,1,6,2,3,2,3,3,3,E_387,4,Non,25 %,Haut revenu,8.498621805830801,Employé senior
388,29,M,4554,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,3,2,2,Infra & Cloud,Frequent,0,9,2,3,2,4,1,2,E_388,3,Non,18 %,Haut revenu,8.423980809694058,Employé expérimenté
389,55,M,5415,Marié(e),Consulting,Consultant,3,12,10,7,1,4,20,2,Entrepreunariat,Occasionnel,0,8,2,3,2,4,4,3,E_389,3,Oui,19 %,Très haut revenu,8.59711281459211,Employé expérimenté
390,26,M,4741,Marié(e),Consulting,Manager,1,5,5,3,1,3,11,2,Transformation Digitale,Frequent,3,3,1,3,2,1,3,3,E_390,3,Oui,13 %,Haut revenu,8.464214266625351,Employé intermédiaire
392,44,M,3161,Divorcé(e),Consulting,Consultant,3,19,1,0,1,0,24,3,Infra & Cloud,Frequent,0,0,4,3,1,3,4,1,E_392,4,Oui,22 %,Bon revenu moyen,8.058960017769417,Nouvel employé 
393,38,M,5745,Divorcé(e),Consulting,Manager,1,10,2,2,1,2,23,4,Infra & Cloud,Occasionnel,1,2,4,3,2,4,2,3,E_393,3,Non,14 %,Très haut revenu,8.656259239539235,Employé junior
394,26,M,2373,Divorcé(e),Consulting,Consultant,2,5,3,2,1,2,16,4,Transformation Digitale,Occasionnel,0,2,1,3,1,2,4,3,E_394,3,Oui,13 %,Revenu moyen,7.772331575169614,Employé junior
395,28,F,3310,Célibataire,Consulting,Assistant de Direction,1,5,5,3,0,3,8,2,Infra & Cloud,Occasionnel,0,2,4,3,1,4,4,3,E_395,4,Non,21 %,Bon revenu moyen,8.105005537547246,Employé intermédiaire
396,49,F,18665,Célibataire,Consulting,Directeur Technique,1,21,3,2,0,4,10,4,Infra & Cloud,Frequent,1,2,3,3,5,1,4,3,E_396,3,Oui,11 %,Revenu exceptionnel,9.834458966125691,Employé junior
397,36,M,4485,Célibataire,Consulting,Assistant de Direction,4,10,8,0,0,2,3,3,Entrepreunariat,Occasionnel,1,7,3,3,2,2,4,3,E_397,3,Non,12 %,Haut revenu,8.408716715080153,Employé expérimenté
399,31,F,2789,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,1,5,5,3,Marketing,Frequent,2,2,4,3,1,2,3,2,E_399,3,Non,11 %,Bon revenu moyen,7.933796874815411,Employé junior
401,26,M,5828,Célibataire,Commercial,Cadre Commercial,1,8,8,7,0,0,4,4,Marketing,Occasionnel,1,4,4,2,2,4,2,3,E_401,3,Oui,12 %,Très haut revenu,8.67060073804555,Employé expérimenté
403,37,M,2326,Marié(e),Consulting,Assistant de Direction,1,4,4,2,3,3,9,3,Transformation Digitale,Frequent,1,2,2,3,1,4,3,2,E_403,3,Oui,12 %,Revenu moyen,7.752335163302292,Employé intermédiaire
404,42,F,13525,Marié(e),Commercial,Cadre Commercial,5,21,5,4,1,2,26,3,Marketing,Frequent,4,8,3,3,4,2,4,4,E_404,3,Non,14 %,Revenu exceptionnel,9.512369038134885,Employé senior
405,18,M,1420,Célibataire,Consulting,Consultant,1,0,0,0,0,2,3,3,Infra & Cloud,Occasionnel,0,0,3,3,1,3,3,3,E_405,3,Non,13 %,Faible revenu,7.259116128097101,Nouvel employé 
406,35,M,8020,Marié(e),Commercial,Cadre Commercial,0,12,11,9,2,3,16,3,Marketing,Occasionnel,1,9,3,3,3,2,3,2,E_406,3,Non,15 %,Ultra haut revenu,8.989818381366925,Employé très expérimenté
407,36,M,3688,Marié(e),Consulting,Consultant,4,4,1,0,2,2,18,4,Infra & Cloud,Frequent,0,0,3,4,1,4,4,3,E_407,3,Non,18 %,Haut revenu,8.213110697596676,Nouvel employé 
408,51,M,5482,Divorcé(e),Consulting,Tech Lead,5,13,4,1,1,3,2,3,Transformation Digitale,Occasionnel,1,2,4,1,2,2,4,3,E_408,3,Non,18 %,Très haut revenu,8.609407675404048,Employé intermédiaire
410,41,M,16015,Célibataire,Commercial,Senior Manager,1,21,5,10,0,2,2,4,Infra & Cloud,Occasionnel,0,4,4,3,4,2,2,3,E_410,3,Non,19 %,Revenu exceptionnel,9.681343501555002,Employé senior
411,18,F,1200,Célibataire,Commercial,Représentant Commercial,1,0,0,0,0,2,10,3,Transformation Digitale,Occasionnel,0,0,4,2,1,3,1,3,E_411,3,Non,12 %,Faible revenu,7.0909098220799835,Nouvel employé 
412,28,M,5661,Célibataire,Consulting,Manager,0,9,8,3,0,2,16,2,Transformation Digitale,Occasionnel,0,7,2,4,2,1,3,3,E_412,3,Non,19 %,Très haut revenu,8.641532465671846,Employé expérimenté
416,31,M,6929,Marié(e),Commercial,Cadre Commercial,4,10,8,7,1,3,7,3,Entrepreunariat,Occasionnel,1,7,2,4,2,4,2,2,E_416,3,Non,11 %,Très haut revenu,8.84361509218395,Employé expérimenté
417,39,M,9613,Divorcé(e),Consulting,Manager,0,19,5,10,3,5,1,3,Transformation Digitale,Occasionnel,3,7,3,4,3,4,1,2,E_417,3,Non,17 %,Ultra haut revenu,9.170975648453906,Employé senior
419,36,F,5674,Marié(e),Consulting,Consultant,7,11,9,8,1,3,24,4,Infra & Cloud,Aucun,0,8,2,3,2,2,3,3,E_419,3,Non,15 %,Très haut revenu,8.643825842349603,Employé expérimenté
420,32,M,5484,Marié(e),Commercial,Cadre Commercial,1,13,13,8,1,3,7,3,Infra & Cloud,Occasionnel,4,8,4,2,2,3,3,2,E_420,3,Non,14 %,Très haut revenu,8.609772372709331,Employé très expérimenté
421,38,F,12061,Marié(e),Consulting,Directeur Technique,3,19,10,8,1,2,25,2,Infra & Cloud,Occasionnel,0,1,1,2,3,2,3,3,E_421,3,Non,17 %,Revenu exceptionnel,9.397815294010933,Employé expérimenté
422,58,M,5660,Divorcé(e),Consulting,Manager,2,12,5,3,1,2,1,4,Infra & Cloud,Aucun,1,2,4,1,2,3,4,3,E_422,3,Oui,13 %,Très haut revenu,8.64135583403666,Employé intermédiaire
423,31,M,4821,Marié(e),Consulting,Assistant de Direction,0,6,5,2,1,4,5,4,Entrepreunariat,Occasionnel,0,3,3,3,1,4,3,3,E_423,3,Oui,12 %,Haut revenu,8.480944058741116,Employé intermédiaire
424,31,M,6410,Marié(e),Ressources Humaines,Ressources Humaines,3,9,2,2,0,1,2,3,Ressources Humaines,Occasionnel,1,0,1,2,2,1,4,3,E_424,3,Non,12 %,Très haut revenu,8.765770543987257,Employé junior
426,31,M,2695,Divorcé(e),Consulting,Assistant de Direction,0,3,2,2,1,2,2,4,Infra & Cloud,Occasionnel,2,2,3,3,1,4,2,1,E_426,3,Oui,18 %,Bon revenu moyen,7.899524472032198,Employé junior
428,33,F,11878,Marié(e),Consulting,Senior Manager,6,12,10,6,2,2,5,4,Infra & Cloud,Frequent,1,8,4,3,3,2,2,3,E_428,3,Non,11 %,Ultra haut revenu,9.38252741428954,Employé expérimenté
429,39,M,17068,Marié(e),Consulting,Senior Manager,1,21,5,9,0,3,10,1,Transformation Digitale,Occasionnel,1,10,3,3,4,1,4,3,E_429,3,Oui,14 %,Revenu exceptionnel,9.745019231764333,Employé senior
430,43,F,2455,Célibataire,Consulting,Consultant,0,9,8,7,0,5,10,4,Infra & Cloud,Frequent,1,7,3,3,1,4,1,3,E_430,3,Non,19 %,Revenu moyen,7.806289289267033,Employé expérimenté
433,52,M,4941,Marié(e),Consulting,Assistant de Direction,2,11,8,2,0,3,8,4,Transformation Digitale,Occasionnel,1,7,3,2,2,2,1,2,E_433,3,Non,15 %,Haut revenu,8.505525386548555,Employé expérimenté
434,27,F,2478,Célibataire,Consulting,Assistant de Direction,1,4,4,3,0,2,5,3,Infra & Cloud,Occasionnel,1,2,3,3,1,2,2,2,E_434,3,Oui,12 %,Revenu moyen,7.8156105320351905,Employé intermédiaire
436,32,F,5228,Marié(e),Commercial,Cadre Commercial,1,13,13,12,0,2,8,2,Entrepreunariat,Occasionnel,1,9,3,2,2,2,4,3,E_436,3,Oui,11 %,Très haut revenu,8.56197533418813,Employé très expérimenté
437,27,M,4478,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,3,2,3,Infra & Cloud,Occasionnel,0,4,4,3,2,3,1,3,E_437,3,Oui,11 %,Haut revenu,8.4071550862073,Employé intermédiaire
438,31,M,7547,Divorcé(e),Commercial,Cadre Commercial,4,13,7,7,3,3,7,3,Marketing,Occasionnel,1,7,4,3,2,4,4,3,E_438,3,Non,12 %,Très haut revenu,8.92903790648844,Employé expérimenté
439,32,F,5055,Célibataire,Consulting,Assistant de Direction,7,10,7,7,0,0,2,4,Transformation Digitale,Occasionnel,0,7,1,4,2,4,3,2,E_439,3,Non,16 %,Très haut revenu,8.528330935826693,Employé expérimenté
440,28,M,3464,Marié(e),Consulting,Assistant de Direction,5,5,3,2,0,4,2,4,Transformation Digitale,Occasionnel,2,2,1,1,1,4,4,2,E_440,3,Oui,13 %,Bon revenu moyen,8.150467911624004,Employé junior
441,30,F,5775,Marié(e),Consulting,Assistant de Direction,1,11,10,8,2,2,28,2,Transformation Digitale,Occasionnel,1,9,4,3,2,4,4,3,E_441,3,Non,13 %,Très haut revenu,8.661466680572662,Employé expérimenté
442,31,F,8943,Marié(e),Consulting,Tech Lead,1,10,10,9,1,2,7,2,Infra & Cloud,Frequent,1,9,3,2,3,3,1,3,E_442,4,Non,24 %,Ultra haut revenu,9.09873819539488,Employé expérimenté
444,39,M,19272,Marié(e),Consulting,Senior Manager,1,21,5,9,1,2,7,2,Transformation Digitale,Frequent,1,3,3,2,5,4,1,3,E_444,3,Non,15 %,Revenu exceptionnel,9.866460431699052,Employé senior
445,39,F,5238,Marié(e),Commercial,Cadre Commercial,4,12,1,0,0,3,3,2,Transformation Digitale,Occasionnel,0,0,4,3,2,3,1,2,E_445,3,Oui,18 %,Très haut revenu,8.56388591940822,Nouvel employé 
446,33,M,4682,Célibataire,Commercial,Cadre Commercial,3,9,7,7,0,6,10,3,Marketing,Frequent,0,1,2,2,2,4,3,2,E_446,3,Non,14 %,Haut revenu,8.451694209183541,Employé expérimenté
447,47,M,18300,Marié(e),Consulting,Directeur Technique,4,21,3,2,1,2,5,5,Infra & Cloud,Occasionnel,1,1,4,3,5,3,2,3,E_447,3,Non,11 %,Revenu exceptionnel,9.814710982145282,Employé junior
448,43,F,5257,Divorcé(e),Consulting,Consultant,1,9,9,7,1,3,10,4,Infra & Cloud,Frequent,0,0,3,2,2,3,2,4,E_448,3,Non,11 %,Très haut revenu,8.567506005289827,Employé expérimenté
449,27,M,6349,Marié(e),Commercial,Cadre Commercial,0,6,5,4,1,0,1,1,Marketing,Aucun,1,4,3,3,2,2,4,3,E_449,3,Oui,13 %,Très haut revenu,8.756210091886738,Employé intermédiaire
450,54,F,4869,Célibataire,Consulting,Assistant de Direction,3,20,4,3,0,4,20,4,Infra & Cloud,Frequent,0,3,4,3,2,3,4,2,E_450,3,Non,12 %,Haut revenu,8.490849216076635,Employé intermédiaire
451,43,F,9985,Marié(e),Consulting,Manager,8,10,1,0,1,1,7,3,Infra & Cloud,Occasionnel,0,0,3,3,3,1,1,2,E_451,3,Non,16 %,Ultra haut revenu,9.208939391060555,Nouvel employé 
452,45,M,3697,Marié(e),Consulting,Assistant de Direction,1,12,10,9,2,3,8,4,Autre,Occasionnel,1,8,4,3,2,4,1,3,E_452,3,Non,14 %,Haut revenu,8.21554741194707,Employé expérimenté
453,40,M,7457,Marié(e),Commercial,Cadre Commercial,2,6,4,3,3,2,1,2,Transformation Digitale,Occasionnel,0,2,2,1,2,4,3,2,E_453,4,Oui,22 %,Très haut revenu,8.917042560738766,Employé intermédiaire
454,29,M,2119,Marié(e),Consulting,Consultant,1,7,7,7,0,4,8,4,Autre,Occasionnel,0,7,2,1,1,1,4,2,E_454,3,Oui,11 %,Revenu moyen,7.659171367666058,Employé expérimenté
455,29,M,3983,Célibataire,Consulting,Consultant,0,4,3,2,0,2,9,5,Autre,Occasionnel,2,2,2,2,1,4,3,3,E_455,3,Non,17 %,Haut revenu,8.290041618704489,Employé junior
456,30,F,6118,Divorcé(e),Commercial,Cadre Commercial,1,10,10,9,3,2,5,3,Marketing,Occasionnel,1,2,4,2,2,3,3,3,E_456,3,Non,13 %,Très haut revenu,8.71915396346254,Employé expérimenté
458,27,F,6214,Marié(e),Commercial,Cadre Commercial,1,8,8,7,1,3,8,4,Marketing,Occasionnel,0,7,2,3,2,2,1,3,E_458,3,Non,18 %,Très haut revenu,8.734721003944811,Employé expérimenté
460,37,M,6347,Divorcé(e),Consulting,Tech Lead,7,8,6,2,2,2,5,2,Transformation Digitale,Occasionnel,0,4,4,3,2,4,3,2,E_460,3,Non,16 %,Très haut revenu,8.7558950816463,Employé intermédiaire
461,38,M,11510,Divorcé(e),Consulting,Directeur Technique,0,12,11,10,1,3,15,2,Infra & Cloud,Occasionnel,2,9,3,2,3,4,2,3,E_461,3,Oui,14 %,Ultra haut revenu,9.351058378915061,Employé très expérimenté
462,31,F,7143,Célibataire,Consulting,Tech Lead,1,11,11,9,0,2,7,4,Transformation Digitale,Occasionnel,4,10,3,3,3,4,3,2,E_462,3,Oui,14 %,Très haut revenu,8.874028122556336,Employé très expérimenté
463,29,F,8268,Divorcé(e),Commercial,Cadre Commercial,1,7,7,7,2,2,10,1,Marketing,Occasionnel,1,7,4,2,2,2,1,3,E_463,3,Oui,14 %,Ultra haut revenu,9.020268861722167,Employé expérimenté
465,23,M,2904,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,2,2,26,1,Infra & Cloud,Occasionnel,0,2,3,3,1,4,3,2,E_465,3,Non,12 %,Bon revenu moyen,7.974188669286011,Employé intermédiaire
466,41,M,6032,Célibataire,Consulting,Tech Lead,6,8,5,4,0,3,6,3,Transformation Digitale,Occasionnel,1,2,4,2,2,2,4,3,E_466,3,Oui,15 %,Très haut revenu,8.704999678440762,Employé intermédiaire
467,47,M,2976,Célibataire,Commercial,Représentant Commercial,3,5,0,0,0,3,4,1,Transformation Digitale,Frequent,0,0,2,3,2,3,1,3,E_467,3,Non,19 %,Bon revenu moyen,7.998671361015776,Nouvel employé 
468,42,F,15992,Célibataire,Consulting,Directeur Technique,2,16,1,0,0,2,23,5,Infra & Cloud,Occasionnel,0,0,1,3,4,4,2,3,E_468,3,Non,14 %,Revenu exceptionnel,9.67990640549087,Nouvel employé 
469,29,M,4649,Marié(e),Commercial,Cadre Commercial,1,4,4,3,1,3,2,3,Infra & Cloud,Aucun,0,2,4,3,2,3,1,2,E_469,3,Non,14 %,Haut revenu,8.444622498581403,Employé intermédiaire
470,42,M,2696,Divorcé(e),Ressources Humaines,Ressources Humaines,0,4,3,2,1,5,2,1,Entrepreunariat,Occasionnel,1,0,3,3,1,3,3,3,E_470,3,Oui,11 %,Bon revenu moyen,7.89989532313973,Employé junior
471,32,F,2370,Marié(e),Consulting,Consultant,1,8,8,0,1,4,2,3,Transformation Digitale,Occasionnel,0,7,3,3,1,2,3,3,E_471,3,Non,13 %,Revenu moyen,7.771067086065406,Employé expérimenté
473,48,F,12504,Marié(e),Commercial,Senior Manager,3,15,0,0,1,3,29,1,Transformation Digitale,Occasionnel,0,0,1,3,3,3,2,1,E_473,4,Non,21 %,Revenu exceptionnel,9.433883843311719,Nouvel employé 
474,37,M,5974,Divorcé(e),Consulting,Assistant de Direction,4,13,7,7,2,2,6,3,Transformation Digitale,Occasionnel,1,7,3,4,2,1,1,3,E_474,3,Oui,13 %,Très haut revenu,8.695339376799712,Employé expérimenté
475,30,F,4736,Marié(e),Commercial,Cadre Commercial,7,4,2,2,1,2,25,2,Entrepreunariat,Aucun,2,2,4,3,2,3,2,4,E_475,3,Oui,12 %,Haut revenu,8.463159302923751,Employé junior
476,26,M,5296,Marié(e),Commercial,Cadre Commercial,1,8,8,7,1,3,1,3,Infra & Cloud,Occasionnel,1,7,3,3,2,3,2,3,E_476,3,Non,17 %,Très haut revenu,8.574895901544526,Employé expérimenté
477,42,M,6781,Célibataire,Consulting,Manager,3,14,1,0,0,6,2,4,Autre,Occasionnel,0,0,1,2,2,4,2,3,E_477,4,Non,23 %,Très haut revenu,8.822027322685583,Nouvel employé 
478,21,F,2174,Célibataire,Commercial,Représentant Commercial,1,3,3,2,0,3,1,1,Entrepreunariat,Frequent,1,2,1,2,1,2,3,3,E_478,3,Oui,11 %,Revenu moyen,7.684783943522785,Employé junior
479,36,F,6653,Célibataire,Commercial,Cadre Commercial,4,7,1,0,0,6,1,5,Transformation Digitale,Aucun,0,0,4,3,2,4,2,3,E_479,3,Non,15 %,Très haut revenu,8.802973456578423,Nouvel employé 
481,36,M,9699,Marié(e),Commercial,Cadre Commercial,4,16,13,9,1,2,3,4,Transformation Digitale,Frequent,1,12,1,2,3,4,1,3,E_481,3,Non,11 %,Ultra haut revenu,9.179881164491475,Employé très expérimenté
482,57,M,6755,Marié(e),Consulting,Manager,2,15,3,2,0,2,1,4,Transformation Digitale,Occasionnel,1,2,4,3,2,3,3,3,E_482,3,Non,11 %,Très haut revenu,8.81818627792769,Employé junior
483,40,F,2213,Marié(e),Consulting,Consultant,3,10,7,7,1,3,10,4,Infra & Cloud,Occasionnel,1,7,4,4,1,3,3,3,E_483,3,Oui,13 %,Revenu moyen,7.7025561132685825,Employé expérimenté
484,21,M,2610,Célibataire,Commercial,Représentant Commercial,1,3,3,2,0,3,9,2,Transformation Digitale,Aucun,2,2,1,3,1,4,3,2,E_484,4,Non,24 %,Bon revenu moyen,7.8674885686991285,Employé junior
485,33,F,2851,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,2,5,3,Marketing,Occasionnel,0,0,4,3,1,3,2,3,E_485,3,Oui,13 %,Bon revenu moyen,7.955775781534187,Nouvel employé 
486,37,F,3452,Marié(e),Consulting,Consultant,6,17,5,4,1,3,10,3,Transformation Digitale,Occasionnel,0,3,3,3,1,1,2,3,E_486,4,Non,20 %,Bon revenu moyen,8.146998697389993,Employé intermédiaire
487,46,F,5258,Marié(e),Consulting,Tech Lead,2,7,1,0,0,2,7,4,Transformation Digitale,Aucun,0,0,3,3,2,3,3,4,E_487,3,Non,14 %,Très haut revenu,8.567696173589344,Nouvel employé 
488,41,M,9355,Célibataire,Commercial,Cadre Commercial,1,8,8,7,0,5,4,3,Marketing,Frequent,1,7,1,3,2,2,3,3,E_488,3,Non,18 %,Ultra haut revenu,9.143773127704069,Employé expérimenté
491,50,M,10496,Célibataire,Consulting,Manager,6,20,4,3,0,2,10,3,Entrepreunariat,Occasionnel,1,3,4,2,3,4,4,3,E_491,3,Non,15 %,Ultra haut revenu,9.258844781035798,Employé intermédiaire
492,40,M,6380,Marié(e),Commercial,Cadre Commercial,2,8,6,4,2,6,22,2,Marketing,Occasionnel,1,0,3,2,2,3,1,3,E_492,3,Oui,12 %,Très haut revenu,8.761080103868347,Employé intermédiaire
493,31,M,2657,Célibataire,Consulting,Assistant de Direction,0,3,2,2,0,5,9,4,Infra & Cloud,Occasionnel,2,2,3,2,1,2,4,3,E_493,3,Oui,16 %,Bon revenu moyen,7.885329239273191,Employé junior
494,21,F,2716,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,0,12,3,Infra & Cloud,Occasionnel,0,0,3,4,1,2,4,3,E_494,3,Non,15 %,Bon revenu moyen,7.907283609426348,Nouvel employé 
495,29,M,2201,Célibataire,Consulting,Assistant de Direction,1,6,3,2,0,4,23,3,Infra & Cloud,Occasionnel,1,2,4,3,1,4,4,3,E_495,3,Non,16 %,Revenu moyen,7.697121317282625,Employé junior
496,35,M,6540,Célibataire,Consulting,Manager,1,10,1,1,0,5,9,4,Infra & Cloud,Occasionnel,0,0,3,2,2,2,3,3,E_496,3,Non,19 %,Très haut revenu,8.785845337961213,Nouvel employé 
497,27,M,3816,Divorcé(e),Consulting,Consultant,1,5,5,2,1,2,1,2,Transformation Digitale,Occasionnel,0,4,4,3,1,2,2,3,E_497,3,Non,11 %,Haut revenu,8.247220052745229,Employé intermédiaire
498,28,M,5253,Célibataire,Commercial,Cadre Commercial,1,7,7,5,0,1,9,4,Infra & Cloud,Occasionnel,0,7,2,3,2,4,4,3,E_498,3,Non,16 %,Très haut revenu,8.566744970245486,Employé expérimenté
500,51,F,4936,Marié(e),Commercial,Cadre Commercial,4,18,7,7,1,2,14,2,Infra & Cloud,Occasionnel,0,7,3,3,2,4,3,2,E_500,3,Non,11 %,Haut revenu,8.504513138258863,Employé expérimenté
501,36,F,2543,Marié(e),Consulting,Assistant de Direction,4,6,2,2,1,3,2,3,Infra & Cloud,Occasionnel,2,2,4,3,1,3,2,3,E_501,3,Non,13 %,Bon revenu moyen,7.841492924460013,Employé junior
502,34,M,5304,Célibataire,Commercial,Cadre Commercial,8,9,5,2,0,3,19,3,Marketing,Aucun,0,4,1,4,2,4,2,2,E_502,3,Oui,13 %,Très haut revenu,8.576405051048084,Employé intermédiaire
505,55,F,16659,Célibataire,Consulting,Senior Manager,2,10,5,4,0,2,2,3,Infra & Cloud,Occasionnel,1,2,3,3,4,4,3,3,E_505,3,Oui,13 %,Revenu exceptionnel,9.720765915720834,Employé intermédiaire
507,24,F,4260,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,1,2,10,4,Marketing,Occasionnel,0,3,4,3,2,3,4,4,E_507,3,Oui,12 %,Haut revenu,8.357259153499912,Employé intermédiaire
508,30,M,2476,Marié(e),Commercial,Représentant Commercial,1,1,1,0,1,3,2,1,Entrepreunariat,Occasionnel,0,0,3,3,1,2,1,3,E_508,3,Non,18 %,Revenu moyen,7.814803429489359,Nouvel employé 
510,26,M,3102,Célibataire,Consulting,Assistant de Direction,0,7,6,4,0,2,3,1,Entrepreunariat,Frequent,0,4,3,3,1,1,3,3,E_510,4,Non,22 %,Bon revenu moyen,8.04012466444838,Employé intermédiaire
511,22,F,2244,Marié(e),Consulting,Assistant de Direction,1,2,2,1,1,1,11,3,Transformation Digitale,Occasionnel,1,2,1,3,1,2,4,3,E_511,3,Non,13 %,Revenu moyen,7.716460800176355,Employé junior
513,36,M,7596,Marié(e),Commercial,Cadre Commercial,1,10,10,9,2,2,2,2,Transformation Digitale,Occasionnel,1,0,2,2,3,3,2,3,E_513,3,Non,13 %,Très haut revenu,8.935508711503221,Employé expérimenté
514,30,M,2285,Célibataire,Consulting,Assistant de Direction,1,3,1,0,0,4,4,3,Entrepreunariat,Frequent,0,0,3,3,1,4,3,3,E_514,4,Oui,23 %,Revenu moyen,7.734558844354756,Nouvel employé 
515,37,F,3034,Divorcé(e),Consulting,Consultant,1,18,5,7,1,2,14,3,Infra & Cloud,Occasionnel,1,3,4,3,1,1,3,2,E_515,3,Non,12 %,Bon revenu moyen,8.017966703493599,Employé senior
516,40,F,5715,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,2,5,2,2,Marketing,Occasionnel,1,3,4,3,2,2,3,3,E_516,3,Non,12 %,Très haut revenu,8.651024539049757,Employé intermédiaire
517,42,F,2576,Divorcé(e),Consulting,Consultant,3,8,5,2,1,5,1,4,Infra & Cloud,Occasionnel,1,2,2,3,1,1,2,3,E_517,3,Non,16 %,Bon revenu moyen,7.854381210652365,Employé intermédiaire
518,37,M,4197,Célibataire,Consulting,Tech Lead,2,18,1,0,0,2,10,4,Infra & Cloud,Occasionnel,0,1,3,3,2,2,4,2,E_518,3,Oui,12 %,Haut revenu,8.342363500380579,Nouvel employé 
521,40,F,3448,Marié(e),Consulting,Consultant,6,20,1,0,1,3,2,3,Transformation Digitale,Occasionnel,0,0,2,2,2,3,2,3,E_521,4,Non,22 %,Bon revenu moyen,8.145839612936841,Nouvel employé 
523,34,F,6538,Marié(e),Commercial,Cadre Commercial,1,6,3,2,1,3,4,4,Marketing,Aucun,1,2,3,3,2,3,1,3,E_523,3,Non,15 %,Très haut revenu,8.785539527561276,Employé junior
524,31,F,4306,Marié(e),Consulting,Tech Lead,1,13,13,10,1,5,7,2,Transformation Digitale,Occasionnel,3,12,2,3,2,1,2,1,E_524,3,Non,12 %,Haut revenu,8.36799688505411,Employé très expérimenté
525,43,M,2258,Marié(e),Consulting,Consultant,7,8,3,2,1,1,21,3,Transformation Digitale,Frequent,1,2,4,3,1,4,1,3,E_525,4,Non,20 %,Revenu moyen,7.7226775164680035,Employé junior
526,43,F,4522,Divorcé(e),Consulting,Manager,4,8,5,2,0,3,8,4,Autre,Occasionnel,0,2,3,3,2,3,4,3,E_526,3,Oui,14 %,Haut revenu,8.416930769477844,Employé intermédiaire
527,25,F,4487,Célibataire,Commercial,Cadre Commercial,1,5,5,4,0,3,4,2,Infra & Cloud,Occasionnel,1,3,2,2,2,4,2,3,E_527,3,Oui,11 %,Haut revenu,8.409162447202533,Employé intermédiaire
529,37,F,4449,Marié(e),Consulting,Assistant de Direction,3,15,13,11,2,2,25,5,Transformation Digitale,Aucun,1,7,2,3,2,3,1,3,E_529,3,Oui,15 %,Haut revenu,8.400659375160286,Employé très expérimenté
