id_employee,age,revenu_mensuel,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,revenu_log,augmentation_salaire_precedent(%),frequence_deplacement_encoded,classification_revenu_encoded,anciennete_cat_encoded,genre_F,genre_M,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),departement_Commercial,departement_Consulting,departement_Ressources Humaines,poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,heure_supplementaires_Non,heure_supplementaires_Oui
471,32,2370,Consultant,1,8,8,0,1,4,2,3,0,7,3,3,1,2,3,3,3,7.771067086065406,13,1,3,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
473,48,12504,Senior Manager,3,15,0,0,1,3,29,1,0,0,1,3,3,3,2,1,4,9.433883843311719,21,1,8,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
474,37,5974,Assistant de Direction,4,13,7,7,2,2,6,3,1,7,3,4,2,1,1,3,3,8.695339376799712,13,1,6,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
475,30,4736,Cadre Commercial,7,4,2,2,1,2,25,2,2,2,4,3,2,3,2,4,3,8.463159302923751,12,0,5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
476,26,5296,Cadre Commercial,1,8,8,7,1,3,1,3,1,7,3,3,2,3,2,3,3,8.574895901544526,17,1,6,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
477,42,6781,Manager,3,14,1,0,0,6,2,4,0,0,1,2,2,4,2,3,4,8.822027322685583,23,1,6,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
478,21,2174,Représentant Commercial,1,3,3,2,0,3,1,1,1,2,1,2,1,2,3,3,3,7.684783943522785,11,2,3,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
479,36,6653,Cadre Commercial,4,7,1,0,0,6,1,5,0,0,4,3,2,4,2,3,3,8.802973456578423,15,0,6,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
481,36,9699,Cadre Commercial,4,16,13,9,1,2,3,4,1,12,1,2,3,4,1,3,3,9.179881164491475,11,2,7,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
482,57,6755,Manager,2,15,3,2,0,2,1,4,1,2,4,3,2,3,3,3,3,8.81818627792769,11,1,6,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
483,40,2213,Consultant,3,10,7,7,1,3,10,4,1,7,4,4,1,3,3,3,3,7.7025561132685825,13,1,3,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
484,21,2610,Représentant Commercial,1,3,3,2,0,3,9,2,2,2,1,3,1,4,3,2,4,7.8674885686991285,24,0,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
485,33,2851,Représentant Commercial,1,1,1,0,0,2,5,3,0,0,4,3,1,3,2,3,3,7.955775781534187,13,1,4,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
486,37,3452,Consultant,6,17,5,4,1,3,10,3,0,3,3,3,1,1,2,3,4,8.146998697389993,20,1,4,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
487,46,5258,Tech Lead,2,7,1,0,0,2,7,4,0,0,3,3,2,3,3,4,3,8.567696173589344,14,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
488,41,9355,Cadre Commercial,1,8,8,7,0,5,4,3,1,7,1,3,2,2,3,3,3,9.143773127704069,18,2,7,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
491,50,10496,Manager,6,20,4,3,0,2,10,3,1,3,4,2,3,4,4,3,3,9.258844781035798,15,1,7,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
492,40,6380,Cadre Commercial,2,8,6,4,2,6,22,2,1,0,3,2,2,3,1,3,3,8.761080103868347,12,1,6,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
493,31,2657,Assistant de Direction,0,3,2,2,0,5,9,4,2,2,3,2,1,2,4,3,3,7.885329239273191,16,1,4,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
494,21,2716,Représentant Commercial,1,1,1,0,0,0,12,3,0,0,3,4,1,2,4,3,3,7.907283609426348,15,1,4,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
495,29,2201,Assistant de Direction,1,6,3,2,0,4,23,3,1,2,4,3,1,4,4,3,3,7.697121317282625,16,1,3,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
496,35,6540,Manager,1,10,1,1,0,5,9,4,0,0,3,2,2,2,3,3,3,8.785845337961213,19,1,6,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
497,27,3816,Consultant,1,5,5,2,1,2,1,2,0,4,4,3,1,2,2,3,3,8.247220052745229,11,1,5,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
498,28,5253,Cadre Commercial,1,7,7,5,0,1,9,4,0,7,2,3,2,4,4,3,3,8.566744970245486,16,1,6,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
500,51,4936,Cadre Commercial,4,18,7,7,1,2,14,2,0,7,3,3,2,4,3,2,3,8.504513138258863,11,1,5,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
501,36,2543,Assistant de Direction,4,6,2,2,1,3,2,3,2,2,4,3,1,3,2,3,3,7.841492924460013,13,1,4,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
502,34,5304,Cadre Commercial,8,9,5,2,0,3,19,3,0,4,1,4,2,4,2,2,3,8.576405051048084,13,0,6,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
505,55,16659,Senior Manager,2,10,5,4,0,2,2,3,1,2,3,3,4,4,3,3,3,9.720765915720834,13,1,8,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
507,24,4260,Cadre Commercial,1,5,5,2,1,2,10,4,0,3,4,3,2,3,4,4,3,8.357259153499912,12,1,5,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
508,30,2476,Représentant Commercial,1,1,1,0,1,3,2,1,0,0,3,3,1,2,1,3,3,7.814803429489359,18,1,3,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
510,26,3102,Assistant de Direction,0,7,6,4,0,2,3,1,0,4,3,3,1,1,3,3,4,8.04012466444838,22,2,4,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
511,22,2244,Assistant de Direction,1,2,2,1,1,1,11,3,1,2,1,3,1,2,4,3,3,7.716460800176355,13,1,3,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
513,36,7596,Cadre Commercial,1,10,10,9,2,2,2,2,1,0,2,2,3,3,2,3,3,8.935508711503221,13,1,6,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
514,30,2285,Assistant de Direction,1,3,1,0,0,4,4,3,0,0,3,3,1,4,3,3,4,7.734558844354756,23,2,3,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
515,37,3034,Consultant,1,18,5,7,1,2,14,3,1,3,4,3,1,1,3,2,3,8.017966703493599,12,1,4,5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
516,40,5715,Cadre Commercial,7,8,5,4,2,5,2,2,1,3,4,3,2,2,3,3,3,8.651024539049757,12,1,6,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
517,42,2576,Consultant,3,8,5,2,1,5,1,4,1,2,2,3,1,1,2,3,3,7.854381210652365,16,1,4,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
518,37,4197,Tech Lead,2,18,1,0,0,2,10,4,0,1,3,3,2,2,4,2,3,8.342363500380579,12,1,5,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
521,40,3448,Consultant,6,20,1,0,1,3,2,3,0,0,2,2,2,3,2,3,4,8.145839612936841,22,1,4,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
523,34,6538,Cadre Commercial,1,6,3,2,1,3,4,4,1,2,3,3,2,3,1,3,3,8.785539527561276,15,0,6,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
524,31,4306,Tech Lead,1,13,13,10,1,5,7,2,3,12,2,3,2,1,2,1,3,8.36799688505411,12,1,5,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
525,43,2258,Consultant,7,8,3,2,1,1,21,3,1,2,4,3,1,4,1,3,4,7.7226775164680035,20,2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
526,43,4522,Manager,4,8,5,2,0,3,8,4,0,2,3,3,2,3,4,3,3,8.416930769477844,14,1,5,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
527,25,4487,Cadre Commercial,1,5,5,4,0,3,4,2,1,3,2,2,2,4,2,3,3,8.409162447202533,11,1,5,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
529,37,4449,Assistant de Direction,3,15,13,11,2,2,25,5,1,7,2,3,2,3,1,3,3,8.400659375160286,15,0,5,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
530,31,2218,Consultant,1,4,4,2,1,3,1,2,3,2,4,2,1,1,3,3,3,7.704811922932594,12,1,3,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
531,39,19197,Senior Manager,1,21,5,8,1,3,1,1,1,6,2,3,5,3,3,3,3,9.862561385923483,14,2,8,5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
532,56,13212,Cadre Commercial,1,10,7,7,3,0,6,3,1,7,3,4,4,1,4,2,3,9.488956472414216,11,2,8,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
533,30,6577,Cadre Commercial,0,6,5,4,0,6,12,3,4,4,2,3,2,3,2,3,3,8.791486026749002,11,1,6,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
534,41,8392,Cadre Commercial,1,10,10,7,1,2,1,3,0,7,2,4,3,1,3,3,3,9.035153304082828,16,1,7,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
536,28,4558,Consultant,1,10,10,0,1,2,17,2,1,8,3,3,2,1,4,3,3,8.424858580213442,12,1,5,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
538,25,4031,Consultant,5,6,2,2,1,5,3,3,0,2,1,3,1,1,3,3,3,8.302017809751204,13,1,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
544,45,2654,Assistant de Direction,3,8,2,2,2,3,10,2,0,2,1,3,1,4,4,2,4,7.884199933676039,21,1,4,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
546,52,16555,Senior Manager,2,10,5,2,0,2,4,2,1,4,4,3,4,4,4,1,3,9.714503852868623,13,1,8,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
547,42,4556,Assistant de Direction,2,19,5,4,1,3,29,2,0,2,1,3,2,3,2,3,3,8.424419791263883,11,2,5,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
548,30,6091,Tech Lead,2,11,5,4,0,2,2,3,0,2,3,1,2,4,3,3,4,8.714731714015052,20,1,6,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
549,60,19566,Senior Manager,5,10,5,8,0,5,7,3,1,10,1,3,5,1,4,1,3,9.881599752778099,11,1,8,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
550,46,4810,Tech Lead,2,19,10,7,1,5,18,3,0,8,3,3,2,3,3,2,3,8.478660241699453,14,1,5,3,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
551,42,4523,Manager,0,7,6,5,3,4,28,4,0,4,4,2,2,4,4,4,3,8.41715183723601,11,2,5,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
554,24,3202,Représentant Commercial,1,6,5,3,0,4,1,1,1,4,1,3,1,2,2,3,3,8.071843149609158,16,1,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
555,34,2351,Représentant Commercial,0,3,2,2,1,3,6,2,1,0,4,1,1,3,4,2,3,7.763021309018518,16,2,3,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
556,38,1702,Consultant,1,1,1,0,1,3,2,2,0,0,4,3,1,4,3,3,4,7.440146680662688,23,2,2,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
558,40,18041,Senior Manager,0,21,5,3,0,2,2,4,1,12,3,3,5,3,4,3,3,9.800457652216584,14,1,8,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
560,26,2886,Assistant de Direction,1,3,3,2,2,3,23,3,0,2,1,3,1,4,2,1,4,7.967973179662935,22,1,4,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
562,30,2097,Consultant,4,9,5,3,1,3,3,3,1,4,3,3,1,4,3,1,3,7.6487397889562425,15,0,3,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
564,29,11935,Directeur Technique,1,10,10,2,0,2,3,4,0,7,2,2,3,3,3,3,3,9.387314322443542,18,1,7,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
565,29,2546,Assistant de Direction,5,6,2,2,0,2,25,5,1,1,3,2,1,2,2,4,3,7.842671474979457,16,1,4,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
566,19,2564,Ressources Humaines,1,1,1,0,0,3,2,2,0,0,1,2,1,4,3,4,3,7.84971375760487,12,1,4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
567,30,8412,Cadre Commercial,0,10,9,8,0,3,22,4,1,8,3,3,3,1,3,3,3,9.037533407550814,11,0,7,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,57,14118,Senior Manager,3,10,1,0,1,3,29,3,0,0,1,2,4,4,3,2,3,9.555276687009526,12,1,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
571,30,2564,Consultant,0,12,11,7,0,2,2,3,1,7,3,3,1,4,3,2,3,7.84971375760487,14,0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
573,60,10266,Cadre Commercial,4,21,5,13,0,5,28,3,1,11,3,2,3,1,4,4,3,9.236690147298965,19,2,7,5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
574,47,5070,Tech Lead,5,20,5,0,3,2,2,2,0,4,1,3,2,4,3,3,3,8.531293315795018,13,1,6,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
577,35,4230,Consultant,0,6,5,4,0,2,22,3,4,3,4,1,1,3,3,3,3,8.350193650720067,15,1,5,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
578,54,3780,Consultant,7,19,1,0,0,3,8,4,0,0,3,3,2,3,3,3,3,8.237743803890933,11,1,5,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
579,34,2768,Assistant de Direction,3,14,7,3,1,3,2,4,1,7,4,2,1,3,3,3,3,7.926241523170962,12,1,4,3,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
580,46,9071,Cadre Commercial,2,15,3,2,1,3,10,3,1,2,3,2,3,4,3,3,3,9.112948025967533,19,1,7,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
581,31,10648,Tech Lead,1,13,13,8,1,6,9,1,0,8,3,3,3,2,4,4,4,9.273221270015384,25,1,7,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
582,33,13610,Senior Manager,7,15,7,6,0,2,15,1,1,7,2,3,3,3,4,4,3,9.518633568332074,12,1,8,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
584,33,3408,Consultant,7,8,4,3,3,2,10,1,1,3,1,1,1,4,1,3,3,8.134174272137903,13,1,4,2,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
585,30,2983,Représentant Commercial,0,4,3,2,0,3,7,1,1,2,4,3,1,2,1,3,3,8.001019961323651,14,1,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
